Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL	f1_scores
0	0.5812872643000105	0.33194465128858963	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
4	0.5894743495206994	0.3309006377115913	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
5	0.5917286421573791	0.3283038245491445	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
6	0.5966796586958811	0.33285145170918795	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
7	0.5973285578847571	0.33389498250558236	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
8	0.6012935847466554	0.3371014523616268	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
9	0.6143137048351417	0.3455414824524384	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
11	0.6183419361634889	0.349901440968025	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
12	0.6286653323501528	0.3657658995488322	0.7583479789103691	0.5	0.0	0.0	0.0	0.0	0.0
13	0.6296176129779838	0.36728064481391554	0.7592267135325131	0.5018181818181818	1.0	0.0036363636363636364	0.0055049148747520205	0.0036363636363636364	0.007246376811594203
14	0.6339955756873485	0.3664613681942656	0.7609841827768014	0.5054545454545455	1.0	0.01090909090909091	0.016453033547919604	0.01090909090909091	0.02158273381294964
15	0.6349942062572421	0.3711380142523365	0.7592267135325131	0.5018181818181818	1.0	0.0036363636363636364	0.0055049148747520205	0.0036363636363636364	0.007246376811594203
18	0.6410955440851154	0.38599446321052333	0.7601054481546573	0.5036363636363637	1.0	0.007272727272727273	0.010989220885886497	0.007272727272727273	0.014440433212996389
22	0.6469356367849994	0.3902733938362005	0.7583479789103691	0.5284925734751923	0.5	0.08363636363636363	0.0795534091377007	0.08363636363636363	0.14330218068535824
24	0.6565132202675655	0.4063790376410543	0.7609841827768014	0.5426187717265354	0.5238095238095238	0.12	0.1155962673645835	0.12	0.1952662721893491
25	0.6615316549036132	0.40831221319845407	0.7653778558875219	0.5269335299694512	0.6428571428571429	0.06545454545454546	0.07761661617296167	0.06545454545454546	0.11881188118811882
27	0.6816391024965764	0.4150699150583198	0.7636203866432337	0.5753270831138734	0.5272727272727272	0.2109090909090909	0.18935995551200913	0.2109090909090909	0.3012987012987013
135	0.6825787422311176	0.41937683845067314	0.7486818980667839	0.5766269883071737	0.46206896551724136	0.24363636363636362	0.18267245925516684	0.24363636363636362	0.3190476190476191
138	0.6832760981776046	0.4055091743152808	0.7565905096660809	0.5905130095860107	0.49333333333333335	0.2690909090909091	0.21419419169886578	0.2690909090909091	0.34823529411764703
148	0.6884799325819024	0.40922624291218124	0.7486818980667839	0.5877762561887707	0.4662576687116564	0.27636363636363637	0.20383371575903753	0.27636363636363637	0.3470319634703196
